"REGION"|"WBAN_ID"|"STATION_NAME"|"STATE_PROVINCE"|"COUNTY"|"COUNTRY"|"EXTENDED_NAME"|"CALL_SIGN"|"STATION_TYPE"|"DATE_ASSIGNED"|"BEGIN_DATE"|"COMMENTS"|"LOCATION"|"ELEV_OTHER"|"ELEV_GROUND"|"ELEV_RUNWAY"|"ELEV_BAROMETRIC"|"ELEV_STATION"|"ELEV_UPPER_AIR"
"324"|"32414"|"PRINCE SULTAN"|||"SAUDI ARABIA"|" "||"METAR"||||||||||
"324"|"32415"|"ALI AL SALEM"|||"KUWAIT"|" "||"METAR"||||||||||
"324"|"32416"|"CAMP DOHA"|||"KUWAIT"|" "|"KQHW"|"USAF/METAR"|"3/21/2002"|"1/1/2001"||"29*22'00""N 47*48'00""E"|"41 FT"|||||
"325"|"32501"|"MASHIRAH ISLAND"|||"ARABIA"|||||||||||||
"325"|"32502"|"DHAHRAN"|||"SAUDI ARABIA"|||||||||||||
"325"|"32503"|"MUHARRAQ"|||"ARABIA"|"BAHREIN ISLAND"||||||||||||
"325"|"32504"|"SHARJAH"|||"ARABIA"|||||||||||||
"325"|"32505"|"ABU DHABI"|||"UNITED ARAB EMIRIATES"||"NODE 057"|"USAF"|||"NODE 057"|||||||
"325"|"32506"|"DOH"|||"QATAR"||"NODE 060"|"USAF"|||"NODE 060"|||||||
"325"|"32507"|"AL AIN"|||"UNITED ARAB EMIRIATES"||"NODE 063"|"USAF"|||"NODE 063"|||||||
"325"|"32508"|"BATEEN"|||"UNITED ARAB EMIRIATES"||"NODE 019"|"USAF"|||"NODE 019"|||||||
"325"|"32509"|"SHAIKH ISA"|||"BAHRAIN"||"NODE 023"|"USAF"|||"NODE 023"|||||||
"325"|"32510"|"DUBAI"|||"UNITED ARAB EMIRIATES"||"NODE 027"|"USAF"|||"NODE 027"|||||||
"325"|"32511"|"AL MINHAD"|||"UNITED ARAB EMIRIATES"||"NODE 004"|"USAF"|||"NODE 004"|||||||
"325"|"32512"|"MASIRAH"|||"OMAN"||"NODE 006"|"USAF"|||"NODE 006"|||||||
"325"|"32513"|"SHARJAH"|||"UNITED ARAB EMIRIATES"||"NODE 010"|"USAF"|||"NODE 010"|||||||
"325"|"32514"|"AL DHAFRA"|||"UNITED ARAB EMIRIATES"||"NODE 011"|"USAF"|||"NODE 011"|||||||
"325"|"32515"|"SEEB"|||"OMAN"||"NODE 016"|"USAF"|||"NODE 016"|||||||
"325"|"32516"|"AD DAMMAN"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"325"|"32517"|"DHAHRAN IAP"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"326"|"32601"|"KARACHI"|||"INDIA"|||||||||||||
"326"|"32602"|"JIWANI"|||"INDIA"|||||||||||||
"326"|"32603"|"HYDERABAD"|||"INDIA"|"BHOLARI"||||||||||||
"326"|"32604"|"SHABAZ AB"|||"PAKISTAN"|"SHABAZ AB"||"USAF/METAR"|"4/29/2002"|"3/1/2002"||"28*30'00""N 68*47'00""E"|"184 FT"|||||
"327"|"32701"|"AGRA"|||"INDIA"|||||||||||||
"327"|"32702"|"JODHPUR"|||"INDIA"|||||||||||||
"327"|"32703"|"NEW DELHI"|||"INDIA"|||||||||||||
"328"|"32801"|"ALLAHBAD"|||"INDIA"|"BAMRAULI"||||||||||||
"328"|"32802"|"GUSHKARA"|||"INDIA"|||"AAF"||||||||||
"328"|"32803"|"CHAKULIA"|||"INDIA"|||||||||||||
"328"|"32804"|"DUM DUM"|||"INDIA"|"CALCUTTA"||||||||||||
"328"|"32805"|"GAYA"|||"INDIA"|||||||||||||
"328"|"32806"|"LALMANIRHAT"|||"INDIA"|||||||||||||
"328"|"32807"|"DUDHKANDI"|||"INDIA"|||"AAF"||||||||||
"328"|"32808"|"ONDAL"|||"INDIA"|||||||||||||
"328"|"32809"|"NAWADIH"|||"INDIA"|||||||||||||
"328"|"32810"|"MADHAIGAN"|||"INDIA"|||||||||||||
"328"|"32811"|"KHARAPUR"|||"INDIA"|||"AAB"||||||||||
"328"|"32812"|"KALAIKUNDA"|||"INDIA"|||||||||||||
"328"|"32813"|"PANAGARH"|||"INDIA"|||||||||||||
"328"|"32814"|"ALIPORE"|||"INDIA"|||||||||||||
"328"|"32815"|"BARRACKPORE"|||"INDIA"|||||||||||||
"328"|"32816"|"CHHARRA"|||"INDIA"|||||||||||||
"328"|"32817"|"PIARDOBA"|||"INDIA"|||"AAB"||||||||||
"328"|"32818"|"COOCH BEHAR"|||"INDIA"|||||||||||||
"328"|"32819"|"PANDAVESWAR"|||"INDIA"|||||||||||||
"328"|"32820"|"CAWNPORE"|||"INDIA"|"CHAKAIR AAB"||||||||||||
"328"|"32821"|"RUPSI"|||"INDIA"|||"AAB"||||||||||
"328"|"32822"|"BHAGALPUR"|||"INDIA"|||||||||||||
"329"|"32901"|"CHABUA"|||"INDIA"|||||||||||||
"329"|"32902"|"DUM DOOMA SOOKERATING AAB"|||"INDONESIA"|||||||||||||
"329"|"32903"|"FORT HERTZ"|||"BURMA"|||||||||||||
"329"|"32904"|"JORHART"|||"INDIA"|||" "||||||||||
"329"|"32905"|"KURMITOLA"|||"INDIA"|||"AAB"||||||||||
"329"|"32906"|"MOHANBERI"|||"INDIA"|||||||||||||
"329"|"32907"|"TEZPUR"|||"INDIA"|||||||||||||
"329"|"32908"|"PANITOLA"|||"INDIA"|"DINJAN FIELD"||||||||||||
"329"|"32909"|"MISAMARI"|||"INDIA"|||||||||||||
"329"|"32910"|"TEOK"|||"INDIA"|||||||||||||
"329"|"32911"|"BALIJAN"|||"INDIA"|||||||||||||
"329"|"32912"|"LILLIBARI"|||"INDIA"|||||||||||||
"329"|"32913"|"MOKELBARI"|||"INDIA"|||||||||||||
"329"|"32914"|"NAGAGHULI"|||"INDIA"|||||||||||||
"329"|"32915"|"HAILAKUNDI"|||"INDIA"|||||||||||||
"329"|"32916"|"SYLHET"|||"INDIA"|||"AAB"||||||||||
"329"|"32917"|"MORAN"|||"INDIA"|||||||||||||
"329"|"32918"|"SADIYA"|||"INDIA"|||||||||||||
"329"|"32919"|"PAOSHAN"|||"CHINA"|||"AAB"||||||||||
"329"|"32920"|"DERGAON AAF"|||"INDIA"|||||||||||||
"329"|"32921"|"CHITTAGONG"|||"INDIA"|||||||||||||
"329"|"32922"|"MAINGKWAN"|||"BURMA"|||"AAB"||||||||||
"329"|"32923"|"SUMPRABUM"|||"BURMA"|||||||||||||
"329"|"32924"|"TINGKAWK SAKAN"|||"BURMA"|||||||||||||
"329"|"32925"|"SHINGBWIYANG"|||"BURMA"|||"AAB"||||||||||
"329"|"32926"|"WARAZUP"|||"BURMA"|||||||||||||
"329"|"32927"|"MYITKYINA"|||"BURMA"|||"AAB"||||||||||
"329"|"32928"|"LEDO "|||"INDIA"|||"AAB"||||||||||
"329"|"32929"|"SAHMAW"|||"BURMA"|||"AAF"||||||||||
"329"|"32930"|"MYITKYINA"|||"BURMA"|"NORTH FIELD"||||||||||||
"329"|"32931"|"WAINGMAW"|||"BURMA"|||"AAF"||||||||||
"329"|"32932"|"IMPHAL"|||"INDIA"|"TULIHAL"||||||||||||
"329"|"32933"|"MANGSHIH"|||"CHINA"|||"AAB"||||||||||
"329"|"32934"|"AGARTALA"|||"INDIA"|||||||||||||
"329"|"32935"|"SHAMSHERNAGOR"|||"INDIA"|||||||||||||
"329"|"32936"|"BHAMO "|||"BURMA"|||"AAB"||||||||||
"329"|"32937"|"DOHAZARI"|||"INDIA"|||||||||||||
"329"|"32938"|"SHWEBO"|||"BURMA"|||"AAB"||||||||||
"329"|"32939"|"BAHE"|||"BURMA"|||||||||||||
"329"|"32940"|"INDAINGGALE"|||"BURMA"|||||||||||||
"329"|"32941"|"SINTHE"|||"BURMA"|||||||||||||
"329"|"32942"|"LASHIO"|||"BURMA"|||||||||||||
"329"|"32943"|"KUTKAI"|||"BURMA"|||"AAF"||||||||||
"329"|"32944"|"GAUHATI"|||"INDIA"|||||||||||||
"329"|"32945"|"AKYAB"|||"BURMA"|||||||||||||
"329"|"32946"|"TEZGAON"|||"INDIA"|||"AAB"||||||||||
"329"|"32947"|"DIBRUGARH"|||"INDIA"|||||||||||||
"329"|"32948"|"HATHAZARI"|||"INDIA"|||||||||||||
"329"|"32949"|"MYINGAN"|||"BURMA"|||||||||||||
"329"|"32950"|"DWELHA"|||"BURMA"|||||||||||||
"329"|"32951"|"CHAR CHAPLI ISLAND"|||"INDIA"|||||||||||||
"329"|"32952"|"ALON"|||"BURMA"|||||||||||||
"329"|"32953"|"MEIKTILA"|||"BURMA"|||||||||||||
"330"|"33001"|"AIN MT LILA"|||"ALGERIA"|||||||||||||
"330"|"33002"|"REGHAIA"|||"ALGERIA"|||||||||||||
"330"|"33003"|"BIZERTE "|||"TUNISIA"|"SIDI AHMED"||||||||||||
"330"|"33004"|"VILLACIDRO"|||"SARDINIA"|"MU 15"||||||||||||
"330"|"33005"|"ALGIERS"|||"ALGERIA"|||||||||||||
"330"|"33006"|"BLIDA"|||"ALGERIA"|||||||||||||
"330"|"33007"|"BERTEAUX"|||"ALGERIA"|||||||||||||
"330"|"33008"|"BISKRA"|||"ALGERIA"|||||||||||||
"330"|"33009"|"SOUK EL ARBA"|||"TUNISIA"|||||||||||||
"330"|"33010"|||||||||||||||||
"330"|"33011"|"CANROBERT"|||"ALGERIA"|||||||||||||
"330"|"33012"|"CHATEAUDUN DU RHUMEL"|||"ALGERIA"|||||||||||||
"330"|"33013"|"CONSTANTINE"|||"ALGERIA"|||||||||||||
"330"|"33014"|"DECIMOMANNO "|||"SARDINIA"|"MU 8 MU 15"||||||||||||
"330"|"33015"|"DJDEIDA"|||"TUNISIA"|"MU 8"||||||||||||
"330"|"33016"|"LE KROUB"|||"ALGERIA"|||||||||||||
"330"|"33017"|"EL BATHAN"|||"TUNISIA"|||"AAB"||||||||||
"330"|"33018"|"EL GUERRAH"|||"ALGERIA"|||||||||||||
"330"|"33019"|"CAGLIARI"|||"SARDINIA"|"ELMAS AIRDROME"||||||||||||
"330"|"33020"|"EBBA KSOUR"|||"TUNISIA"|||||||||||||
"330"|"33021"|||||||||||||||||
"330"|"33022"|||||||||||||||||
"330"|"33023"|"MAISON BLANCHE"|||"ALGERIA"|||||||||||||
"330"|"33024"|||||||||||||||||
"330"|"33025"|"MASCARA"|||"ALGERIA"|||||||||||||
"330"|"33026"|"MASSICAULT"|||"TUNISIA"|||"AAB"||||||||||
"330"|"33027"|"MATEUR"|||"TUNISIA"|||||||||||||
"330"|"33028"|"MONTESQUIEU"|||"ALGERIA"|"FORDYCE FIELD"||||||||||||
"330"|"33029"|"NAVARIN"|||"ALGERIA"|"NOTARY FIELD"||||||||||||
"330"|"33030"|"NOUVION"|||"ALGERIA"|||"AAB"||||||||||
"330"|"33031"|"LASENIA"|||"ALGERIA"|||"AAB"||||||||||
"330"|"33032"|"SBEITLA"|||"TUNISIA"|||"AAB"||||||||||
"330"|"33033"|"ORLEANSVILLE"|||"ALGERIA"|||"AAB"||||||||||
"330"|"33034"|"BONE"|||"ALGERIA"|||"AAB"||||||||||
"330"|"33035"|"RELIZANE"|||"ALGERIA"|||"AAB"||||||||||
"330"|"33036"|||||||||||||||||
"330"|"33037"|||||||||||||||||
"330"|"33038"|||||||||||||||||
"330"|"33039"|||||||||||||||||
"330"|"33040"|"SOUK EL KHEMIS"|||"TUNISIA"|"NAWHALL"||||||||||||
"330"|"33041"|||||||||||||||||
"330"|"33042"|"ST DONAT"|||"ALGERIA"|"ORANGE FIELD"||||||||||||
"330"|"33043"|"TAFAROUI"|||"ALGERIA"|||"AAB"||||||||||
"330"|"33044"|"TELERGMA"|||"ALGERIA"|||||||||||||
"330"|"33045"|"ALGIERS"|||"ALGERIA"|||"NAS"||||||||||
"331"|"33101"|"ARIANA"|||"TUNISIA"|||||||||||||
"331"|"33102"|"BOURDJINE"|||"TUNISIA"|||||||||||||
"331"|"33103"|"COMMUNELLI"|||"SICILY"|||||||||||||
"331"|"33104"|"MENZEL TEMINE"|||"TUNISIA"|"NEWHALL FIELD"||||||||||||
"331"|"33105"|"DEPIENNE"|||"TUNISIA"|"MU 17"||||||||||||
"331"|"33106"|"ENFIDAVILLE"|||"TUNISIA"|"MU 12"||||||||||||
"331"|"33107"|"GELA PONTE OLIVO"|||"SICILY"|"MU 14"||||||||||||
"331"|"33108"|"GERBINI"|||"SICILY"|"MU 5"||||||||||||
"331"|"33109"|"TUNIS"|||"TUNISIA"|"EL AQUINA"||||||||||||
"331"|"33110"|"CASTEL VETRANO"|||"SICILY"|"MU 10"||||||||||||
"331"|"33111"|"CATANIA"|||"SICILY"|"MU 14"||||||||||||
"331"|"33112"|||||||||||||||||
"331"|"33113"|"LA MARSA"|||"TUNISIA"|||||||||||||
"331"|"33114"|"LA MARSA"|||"TUNISIA"|"MU 4"||||||||||||
"331"|"33115"|"LA MARSA"|||"TUNISIA"|"HQ AAF"||||||||||||
"331"|"33116"|"OUDNA"|||"TUNISIA"|"MU 18"||||||||||||
"331"|"33117"|"PALERMO"|||"SICILY"|"MU 10"||||||||||||
"331"|"33118"|"PANTELLERIA ISLAND"|||"ITALY"|"MU 6"||||||||||||
"331"|"33119"|"SOLIMAN"|||"TUNISIA"|"MU 5"||||||||||||
"331"|"33120"|"TRIPOLI"|||"LIBYA"|"CASTEL BENITO"||||||||||||
"331"|"33121"|"EL DJEM"|||"TUNISIA"|||||||||||||
"331"|"33122"|"TUNIS"|||"TUNISIA"|||||||||||||
"331"|"33123"|"TRIPOLI"|||"LIBYA"|"MELLAHA FIELD"||||||||||||
"331"|"33124"|"LICATA"|||"SICILY"|||"NAS"||||||||||
"331"|"33125"|"PALERMO"|||"SICILY"|||"NAS"||||||||||
"331"|"33126"|"SIGONELLA"|||"SICILY"|||"NAF"||||||||||
"331"|"33127"|"COMISO ASN"|||"ITALY"|||||||||||||
"331"|"33128"|"DEWEJRA POINT"|||"MALTA"|"AIR SAMPLE STATION"|"GOZO"|||||||||||
"332"|"33201"|"GAMBUT"|||"LIBYA"|||||||||||||
"332"|"33202"|"BENGHAZE"|||"LIBYA"|"BERCA AF"||||||||||||
"332"|"33203"|"ALEXANDRIA "|||"EGYPT"|||||||||||||
"332"|"33204"|"TOBRUK"|||"LIBYA"|"EL ADEM AF"||||||||||||
"332"|"33205"|"MERSA MATRUH"|||"EGYPT"|||||||||||||
"332"|"33206"|"ATHENS"|||"GREECE"|"HASSINA AIRPORT"||||||||||||
"332"|"33207"|"IZMIR "|||"TURKEY"|"CIGLI AB"||||||||||||
"332"|"33208"|"IRAKLION"|||"CRETE"|"AIR STATION"||||||||||||
"332"|"33209"|"SOUDA BAY"|||"CRETE"|||"NWS/NAVY"||||||||||
"333"|"33301"|"LYDDA"|||"PALESTINE"|||||||||||||
"333"|"33302"|"DEVERSOIR"|||"EGYPT"|||||||||||||
"333"|"33303"|"CAIRO"|||"EGYPT"|"PAYNE FIELD"||||||||||||
"333"|"33304"|"NICOSIA"|||"CYPRUS"|||||||||||||
"333"|"33305"|"RUTBA"|||"IRAQ"|"LGH3"||||||||||||
"333"|"33306"|"ANKARA"|||"TURKEY"|||||||||||||
"333"|"33307"|"ADANA"|||"TURKEY"|||||||||||||
"333"|"33308"|"ADANA"|||"TURKEY"|"INCIALIK AB"||||||||||||
"333"|"33309"|"KONYA BOMB RANGE"|||"TURKEY"|||||||||||||
"333"|"33310"|"CAIRO WEST"|||"EGYPT"|||"AF"||||||||||
"333"|"33311"|"AMMAN/KING ABDULLAH"|||"JORDAN"||"OJAM"|||||||||||
"333"|"33312"|"BEIRUT"|||"LEBANON"|||||||||||||
"333"|"33313"|"CAIRO WEST"|||"EGYPT"||"NODE 050"|"USAF"|||"NODE 050"|||||||
"334"|"33401"|"ABADAN"|||"IRAN"|||||||||||||
"334"|"33402"|"ANDIMESNK"|||"IRAN"|||||||||||||
"334"|"33403"|"DOROUD"|||"IRAN"|"CAMP GILLIES"||||||||||||
"334"|"33404"|"SULTANABAD"|||"IRAN"|"CAMP SCOTT"||||||||||||
"334"|"33405"|"HABBANIYAH"|||"IRAQ"|||||||||||||
"334"|"33406"|"HAMADAN"|||"IRAN"|"CAMP PARKS"||||||||||||
"334"|"33407"|"BAGHDAD"|||"IRAQ"|||||||||||||
"334"|"33408"|"AL JALAMID"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"334"|"33409"|"AR AR "|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"335"|"33501"|"TEHERAN"|||"IRAN"|"AMIRABAD POST"||||||||||||
"336"|"33601"|"KABUL INTERNATIONAL AIRPORT"|||"AFGHANASTAN"||"OAKB"|||||||||||
"336"|"33602"|"CAMP STRONGHOLD FREEDOM"|||"UZBEKISTAN"||"KQSC"|"AF"|"2/6/2002"|"12/1/2001"||"38*48'00""N 65*43'00""E"|"1300 FT"|||||
"337"|"33701"|||||||||||||||||
"337"|"33702"|||||||||||||||||
"337"|"33703"|"PESHWAR"|||"INDIA"|||||||||||||
"339"|"33901"|"SUCHOW"|||"CHINA"|"SOUTH FIELD"||||||||||||
"339"|"33902"|"SUCHOW"|||"CHINA"|"NORTH FIELD"||||||||||||
"339"|"33903"|||||||||||||||||
"340"|"34001"|"CHISONACCIA GARE"|||"CORSICA"|||||||||||||
"340"|"34002"|"BASTIA"|||"CORSICA"|"MU 16"||||||||||||
"340"|"34003"|"ADACCIO"|||"CORSICA"|||||||||||||
"340"|"34004"|"PRUNELLI"|||"CORSICA"|||||||||||||
"340"|"34005"|"BORGO"|||"CORSICA"|"PORETTA AAB"||||||||||||
"340"|"34006"|"BIGUGLIA"|||"CORSICA"|||||||||||||
"340"|"34007"|"ST TROPEZ"|||"FRANCE"|||||||||||||
"340"|"34008"|"FUORIANI"|||"CORSICA"|"MU 1 "||||||||||||
"340"|"34009"|"SERRAGIA"|||"CORSICA"|||||||||||||
"340"|"34010"|"MT. ROLAND (DOLE)"|||"FRANCE"|||||||||||||
"340"|"34011"|"HAUT BIOL"|||"FRANCE"|||||||||||||
"340"|"34012"|"MARIGNANE"|||"FRANCE"|||||||||||||
"340"|"34013"|"MIGLIACCIARO"|||"CORSICA"|||||||||||||
"340"|"34014"|"MU 2"|||"ITALY"|||||||||||||
"340"|"34015"|||||||||||||||||
"340"|"34016"|"LUDRES (NANCH)"|||"FRANCE"|||||||||||||
"340"|"34017"|"PORETTA"|||"CORSICA"|||||||||||||
"340"|"34018"|"ISTRES"|||"FRANCE"|||||||||||||
"340"|"34019"|"MILAN"|||"ITALY"|||||||||||||
"340"|"34020"|"VESOUR MU 2"|||"FRANCE"|||||||||||||
"340"|"34021"|"AMBERIEU"|||"FRANCE"|||||||||||||
"340"|"34022"|"ORLY"|||"FRANCE"|||||||||||||
"340"|"34023"|"SALON-DE-PROVINCE"|||"FRANCE"|||||||||||||
"340"|"34024"|"LYON"|||"FRANCE"|"BRON FIELD"||||||||||||
"340"|"34025"|||||||||||||||||
"340"|"34026"|||||||||||||||||
"340"|"34027"|||||||||||||||||
"340"|"34028"|||||||||||||||||
"340"|"34029"|||||||||||||||||
"340"|"34030"|"STRASSEN"|||"LUXEMBOURG"|||||||||||||
"340"|"34031"|"SANDWEILER"|||"LUXEMBOURG"|||||||||||||
"340"|"34032"|"MANNHEIM "|||"GERMANY"|"HQ CONST FLT DET"||||||||||||
"340"|"34033"|||||||||||||||||
"340"|"34034"|||||||||||||||||
"340"|"34035"|"LUXEMBOURG"|||"LUXEMBOURG"|||||||||||||
"340"|"34036"|"GIEBELSTADT"|||"GERMANY"|||||||||||||
"340"|"34037"|||||||||||||||||
"340"|"34038"|||||||||||||||||
"340"|"34039"|||||||||||||||||
"340"|"34040"|||||||||||||||||
"340"|"34041"|"* STUTTGART "|||"GERMANY"||"GZMO"|||||||||||
"340"|"34042"|||||||||||||||||
"340"|"34043"|"NICE"|||"FRANCE"|||||||||||||
"340"|"34044"|" "|||||||||"REMOVED 11/8/55 WAS LECHFIELD AAB, SCHWABEN"|||||||
"340"|"34045"|"VILLACOUBLAY"|||"FRANCE"|||||||||||||
"340"|"34046"|"HEIDELBERG"|||"GERMANY"|||||||||||||
"340"|"34047"|||||||||||||||||
"340"|"34048"|"CHATEAUROUX"|||"FRANCE"|||||||||||||
"340"|"34049"|"BITBURG"|||"GERMANY"|||||||||||||
"340"|"34050"|"RAMSTEIN"|||"GERMANY"|"LANDSTUHL AB"||||||||||||
"340"|"34051"|"TOUL"|||"FRANCE"|"ROSIERES FIELD"||||||||||||
"340"|"34052"|"CHAUMONT"|||"FRANCE"|||||||||||||
"340"|"34053"|"LAON"|||"FRANCE"|||||||||||||
"340"|"34054"|"SPANGDAHLEM"|||"GERMANY"|||||||||||||
"340"|"34055"|"HAHN"|||"GERMANY"|||"AB"||||||||||
"340"|"34056"|"SEMBACH"|||"GERMANY"|||"AB"||||||||||
"340"|"34057"|"SOELLINGEN"|||"GERMANY"|||"RCAF"||||||||||
"340"|"34058"|"ZWEIBRUCKEN"|||"GERMANY"|||"RCAF"||||||||||
"340"|"34059"|"GROS-TENQUIN"|||"FRANCE"|||"RCAF"||||||||||
"340"|"34060"|"MARVILLE"|||"FRANCE"|||"RCAF"||||||||||
"340"|"34061"|"EVREAX AB"|||"FRANCE"|||||||||||||
"340"|"34062"|"PHALSBOURG AB"|||"FRANCE"|||||||||||||
"340"|"34063"|"CHAMBLEY AB"|||"FRANCE"|||||||||||||
"340"|"34064"|"ETAIN"|||"FRANCE"|||||||||||||
"340"|"34065"|"DREUX"|||"FRANCE"|"DREUX AB"||||||||||||
"340"|"34066"|"ORLEANS "|||"FRANCE"|"SARAN AAF"||||||||||||
"340"|"34067"|"BRIENNE-LE-CHATEAU AB"|||"FRANCE"|||||||||||||
"340"|"34068"|"COLEMAN BARRACKS"|||"GERMANY"|||"AAF"||||||||||
"340"|"34069"|"KARLSRUHE"|" "||"GERMANY"|||"AAF"||||||||||
"340"|"34070"|"BAD KREUZNACH"|||"GERMANY"|||"AAF"||||||||||
"340"|"34071"|"VERDUN"|||"FRANCE"|||"AAF"||||||||||
"340"|"34072"|"SUIPPES "|||"FRANCE"|"GUNNERY RANGE"||||||||||||
"340"|"34073"|"THIONVILLE"|||"FRANCE"|||"AFS"||||||||||
"340"|"34074"|"SCHWAEBISCH HALL"|||"GERMANY"|||"AAF"||||||||||
"340"|"34075"|"FINTHEN"|||"GERMANY"|||"AAF"||||||||||
"340"|"34076"|"WERTHEIM"|||"GERMANY"|||"AAF"||||||||||
"340"|"34077"|"BAUMHOLDER"|||"GERMANY"|||"AAF"||||||||||
"340"|"34078"|"LAHR"|||"GERMANY"|"AIRPORT"||||||||||||
"340"|"34079"|"PIRMASENS AHP"|||"GERMANY"|||||||||||||
"341"|"34101"|"AMENDOLA"|||"ITALY"|"MU 9"||||||||||||
"341"|"34102"|"MANDURIA"|||"ITALY"|"NUPORT MU 3"||||||||||||
"341"|"34103"|"POMIGLIANO"|||"ITALY"|||||||||||||
"341"|"34104"|"FOGGIA"|||"ITALY"|||||||||||||
"341"|"34105"|"FOGGIA"|||"ITALY"|"MU 18"||||||||||||
"341"|"34106"|"VINCENZO"|||"ITALY"|"MU 5"||||||||||||
"341"|"34107"|"SAN SEVERO"|||"ITALY"|||||||||||||
"341"|"34108"|"VINCENZA"|||"ITALY"||"LIPT"||||"LIPT (ASSIGNED 1988)"|||||||
"341"|"34109"|"BARI"|||"ITALY"|||||||||||||
"341"|"34110"|"CERIGONLA"|||"ITALY"|"MU 11, MU 17"||||||||||||
"341"|"34111"|"LECCE"|||"ITALY"|"MU 20"||||||||||||
"341"|"34112"|"SAN PANCRAZIO"|||"ITALY"|"MU 12"||||||||||||
"341"|"34113"|"NAPLES"|||"ITALY"|"CAPODOCHINO AF"||||||||||||
"341"|"34114"|"SAN MARCO"|||"ITALY"|"MU 2 "||||||||||||
"341"|"34115"|"SPINAZZOLA"|||"ITALY"|"MU 10"||||||||||||
"341"|"34116"|"NETTUNO"|||"ITALY"|"MU 7"||||||||||||
"341"|"34117"|"LUCERA"|||"ITALY"|||||||||||||
"341"|"34118"|"PRESENZANO"|||"ITALY"|||||||||||||
"341"|"34119"|"FRATTAMAGGIORE"|||"ITALY"|"MU 6"||||||||||||
"341"|"34120"|"VESUVIANO"|||"ITALY"|"MU 5"||||||||||||
"341"|"34121"|"GROTTAGLIE"|||"ITALY"|||||||||||||
"341"|"34122"|"CASTELUCCIO"|||"ITALY"|||||||||||||
"341"|"34123"|"AMENDOLA"|||"ITALY"|"INTNAT INDEX 517"||||||||||||
"341"|"34124"|"TORREMAGGIORE"|||"ITALY"|||||||||||||
"341"|"34125"|"LAKE ALBANO"|||"ITALY"|||||||||||||
"341"|"34126"|"MOUNT CIRCEO"|||"ITALY"|||||||||||||
"341"|"34127"|"ORBETELLO"|||"ITALY"|"MU 6"||||||||||||
"341"|"34128"|"ROME"|||"ITALY"|"LITTORIO FIELD"||||||||||||
"341"|"34129"|"PANTANELLA"|||"ITALY"|||||||||||||
"341"|"34130"|"DELLA MADONNA"|||"ITALY"|"MU 12"||||||||||||
"341"|"34131"|"TORRETTO"|||"ITALY"|"461 BG"||||||||||||
"341"|"34132"|"MARCIANISE"|||"ITALY"|||||||||||||
"341"|"34133"|"CERIGNOLA"|||"ITALY"|"GIULIA"||||||||||||
"341"|"34134"|"GIOIA DEL COLLE"|||"ITALY"|||||||||||||
"341"|"34135"|"VITERBO"|||"ITALY"|||||||||||||
"341"|"34136"|"TORRETTO"|||"ITALY"|"484 BG"||||||||||||
"341"|"34137"|"SAN GIOVANNI"|||"ITALY"|"455 BG"||||||||||||
"341"|"34138"|"ROSIGNANO"|||"ITALY"|"MU 1"||||||||||||
"341"|"34139"|"FLORENCE"|||"ITALY"|"MU 1, MU 4"||||||||||||
"341"|"34140"|"SAN GIOVANNI"|||"ITALY"|"454 BG"||||||||||||
"341"|"34141"|"SIENA"|||"ITALY"|"MU 10"||||||||||||
"341"|"34142"|"CELONE"|||"ITALY"|||||||||||||
"341"|"34143"|"SIENA"|||"ITALY"|"MALIGNANO AF MU 4"||||||||||||
"341"|"34144"|"LEGHORN"|||"ITALY"|"MU 7"||||||||||||
"341"|"34145"|"SPINAZZOLA"|||"ITALY"|||||||||||||
"341"|"34146"|"VENOSA"|||"ITALY"|||||||||||||
"341"|"34147"|"PISA "|||"ITALY"|"SAN GUISTA FLD"||"AAB"||||||||||
"341"|"34148"|"STERAPONE"|||"ITALY"|||||||||||||
"341"|"34149"|"GROSETTO"|||"ITALY"|"MU 3"||||||||||||
"341"|"34150"|"ROME"|||"ITALY"|"CIAMPINO AB"||||||||||||
"341"|"34151"|"PONTEDERA"|||"ITALY"|||||||||||||
"341"|"34152"|"SANTA LUCIA"|||"ITALY"|"FUTA PASS MU 1"||||||||||||
"341"|"34153"|"CASTIGLIONCELLO"|||"ITALY"|"MU 8"||||||||||||
"341"|"34154"|"STORNORA"|||"ITALY"|||||||||||||
"341"|"34155"|"FANO "|||"ITALY"|"MU 5, MU 11"||||||||||||
"341"|"34156"|"TARQUINIA"|||"ITALY"|"MU 13"||||||||||||
"341"|"34157"|"TORTORELLA"|||"ITALY"|"MU 18"||||||||||||
"341"|"34158"|"RIMINI"|||"ITALY"|"MU 16"||||||||||||
"341"|"34159"|"VILLA FRANCA"|||"ITALY"|"MU 1"||||||||||||
"341"|"34160"|"FALCONARA"|||"ITALY"|||"AAB"||||||||||
"341"|"34161"|"KAUFBEUREN"|||"GERMANY"|||||||||||||
"341"|"34162"|||||||||||||||||
"341"|"34163"|"KITZINGEN"|||"GERMANY"|||||||||||||
"341"|"34164"|"ERLANGEN "|"BAVARIA"||"GERMANY"|||||||||||||
"341"|"34165"|"TULLN "|"VIENNA"||"AUSTRIA"|||||||||||||
